GCF NAME														
GCF_000009885	NC_012731.1	NC_006625.1												
GCF_000016305	NC_009648.1	NC_009649.1	NC_009650.1	NC_009651.1	NC_009652.1	NC_009653.1								
GCF_000220485	NC_017540.1	NC_017541.1												
GCF_000240185	NC_016845.1	NC_016838.1	NC_016846.1	NC_016839.1	NC_016840.1	NC_016847.1	NC_016841.1							
GCF_000281435	NZ_CP007727.1	NZ_CP007730.1	NZ_CP007728.1	NZ_CP007729.1										
GCF_000281535	NZ_CP008827.1	NZ_CP008830.1	NZ_CP008828.1	NZ_CP008829.1										
GCF_000294365	NC_018522.1													
GCF_000364385	NZ_CP006659.2	NZ_CP006663.1	NZ_CP006662.2	NZ_CP006660.1	NZ_CP006661.1									
GCF_000406765	NZ_CP011980.1	NZ_CP011984.1	NZ_CP011981.1	NZ_CP011983.1	NZ_CP011982.1									
GCF_000417225	NZ_CP011976.1	NZ_CP011979.1	NZ_CP011977.1	NZ_CP011978.1										
GCF_000417265	NZ_CP011985.1	NZ_CP011986.1	NZ_CP011988.1	NZ_CP011987.1										
GCF_000465975	NZ_CP012883.1	NZ_CP012884.1												
GCF_000474015	NC_022566.1													
GCF_000512165	NZ_CP003999.1	NZ_CP003996.1	NZ_CP003994.1	NZ_CP003995.1	NZ_CP003997.1	NZ_CP003998.1	NZ_CP004000.1							
GCF_000597905	NZ_CP006918.1	NZ_CP006922.1	NZ_CP006919.1	NZ_CP006921.1										
GCF_000598005	NZ_CP006923.1	NZ_CP006927.1	NZ_CP006926.1	NZ_CP006925.1	NZ_CP006928.1	NZ_CP006924.1								
GCF_000695935	NZ_CP007731.1	NZ_CP007736.1	NZ_CP007732.1	NZ_CP007735.1	NZ_CP007733.1	NZ_CP007734.1								
GCF_000714675	NZ_CP008797.1	NZ_CP008800.1	NZ_CP008798.1	NZ_CP008799.1										
GCF_000717515	NZ_CP008831.1	NZ_CP008832.1	NZ_CP008833.1											
GCF_000733255	NZ_CP006798.1	NZ_CP006799.1	NZ_CP006800.1	NZ_CP006801.1	NZ_CP006802.1									
GCF_000739495	NZ_CP009114.1	NZ_CP009116.1	NZ_CP009115.1											
GCF_000742755	NZ_CP009208.1													
GCF_000764615	NZ_CP008929.1	NZ_CP008930.1	NZ_CP008931.1	NZ_CP008932.1	NZ_CP008933.1									
GCF_000775375	NZ_CP009771.1	NZ_CP009773.1	NZ_CP009774.1	NZ_CP009772.1										
GCF_000775395	NZ_CP009775.1	NZ_CP009776.1	NZ_CP009778.1	NZ_CP009777.1										
GCF_000775955	NZ_CP009461.1													
GCF_000784945	NZ_CP009863.1	NZ_CP009864.1	NZ_CP009865.1											
GCF_000784985	NZ_CP009872.1	NZ_CP009874.1	NZ_CP009873.1	NZ_CP009875.1										
GCF_000785005	NZ_CP009876.1	NZ_CP009879.1	NZ_CP009877.1	NZ_CP009878.1										
GCF_000813205	NZ_CP006738.1													
GCF_000814305	NZ_CP010392.1	NZ_CP010394.1	NZ_CP010393.1	NZ_CP010395.1	NZ_CP010396.1									
GCF_000814805	NZ_CP006722.1													
GCF_000968155	NZ_FO834906.1	NZ_FO834904.1	NZ_FO834905.1											
GCF_001022035	NZ_CP011578.1	NZ_CP011577.1	NZ_CP011576.1	NZ_CP011575.1										
GCF_001022175	NZ_CP011624.1	NZ_CP011623.1	NZ_CP011619.1	NZ_CP011620.1	NZ_CP011621.1	NZ_CP011622.1								
GCF_001022235	NZ_CP011647.1	NZ_CP011643.1	NZ_CP011644.1	NZ_CP011645.1	NZ_CP011646.1									
GCF_001185665	NZ_CP073054.1	NZ_CP073055.1	NZ_CP073056.1	NZ_CP073057.1	NZ_CP073058.1	NZ_CP073059.1								
GCF_001307175	NZ_CP012753.1	NZ_CP012754.1	NZ_CP012755.1											
GCF_001316565	NZ_CP023487.1	NZ_CP023488.1	NZ_CP023489.1											
GCF_001455995	NZ_LN824133.1	NZ_LN824134.1	NZ_LN824135.1	NZ_LN824136.1	NZ_LN824137.1	NZ_LN824138.1	NZ_LN824139.1							
GCF_001456055	NZ_CP012987.1	NZ_CP012991.1	NZ_CP012988.3	NZ_CP012990.1	NZ_CP012989.1									
GCF_001456095	NZ_CP012992.1	NZ_CP014305.2	NZ_CP012993.2	NZ_CP012995.1	NZ_CP012994.1									
GCF_001456135	NZ_CP013322.1	NZ_CP013324.1	NZ_CP013323.1	NZ_CP013321.1	NZ_CP013326.1	NZ_CP013325.1								
GCF_001482345	NZ_CP013711.1	NZ_CP013712.1	NZ_CP013713.1											
GCF_001521895	NZ_CP014004.1	NZ_CP014005.1	NZ_CP014006.1											
GCF_001529935	NZ_CP014010.1	NZ_CP014011.1												
GCF_001530015	NZ_CP014008.1	NZ_CP014009.1												
GCF_001548315	NZ_AP014950.1													
GCF_001611055	NZ_CP012743.1													
GCF_001611095	NZ_CP012744.1													
GCF_001644765	NZ_CP015500.1	NZ_CP015501.1	NZ_CP015502.1	NZ_CP015503.1	NZ_CP015504.1	NZ_CP015505.1								
GCF_001646625	NZ_CP015753.1	NZ_CP015754.1	NZ_CP015755.1											
GCF_001648215	NZ_CP014755.1	NZ_CP014757.1	NZ_CP014756.1	NZ_CP014758.1										
GCF_001663195	NZ_CP015990.1	NZ_CP015991.1												
GCF_001663295	NZ_CP014762.1	NZ_CP014765.1	NZ_CP014763.1	NZ_CP014764.1										
GCF_001663435	NZ_CP015025.1	NZ_CP015026.1												
GCF_001663455	NZ_CP015130.1	NZ_CP015133.1	NZ_CP015131.1	NZ_CP015132.1										
GCF_001675125	NZ_CP014647.1	NZ_CP014649.1	NZ_CP014650.1	NZ_CP014648.1										
GCF_001676825	NZ_CP016159.1	NZ_CP016160.1	NZ_CP016161.1											
GCF_001699105	NZ_CP052761.1	NZ_CP052762.1	NZ_CP052763.1											
GCF_001701425	NZ_CP027042.1	NZ_CP027045.1	NZ_CP027044.1	NZ_CP027047.1	NZ_CP027046.1	NZ_CP027043.1								
GCF_001701835	NZ_CP027036.1	NZ_CP027041.1	NZ_CP027037.1	NZ_CP027039.1	NZ_CP027040.1	NZ_CP027038.1								
GCF_001701845	NZ_CP027048.1	NZ_CP027052.1	NZ_CP027050.1	NZ_CP027049.1	NZ_CP027051.1									
GCF_001702045	NZ_CP027053.1	NZ_CP027058.1	NZ_CP027056.1	NZ_CP027054.1	NZ_CP027055.1	NZ_CP027057.1								
GCF_001704235	NZ_CP016811.1	NZ_CP016810.1	NZ_CP016812.1											
GCF_001705385	NZ_CP015822.1	NZ_CP015823.1	NZ_CP015824.1	NZ_CP015825.1										
GCF_001708225	NZ_CP016814.1	NZ_CP016815.1												
GCF_001708245	NZ_CP016813.1													
GCF_001709275	NZ_CP016923.1	NZ_CP016921.1	NZ_CP016920.1	NZ_CP016922.1	NZ_CP016919.1									
GCF_001709295	NZ_CP016926.1	NZ_CP016925.1	NZ_CP016924.1	NZ_CP016927.1										
GCF_001721725	NZ_CP012560.1													
GCF_001741545	NZ_CP012568.1	NZ_CP012569.1	NZ_CP012570.1	NZ_CP012571.1	NZ_CP012572.1									
GCF_001741665	NZ_CP012561.1	NZ_CP012562.1	NZ_CP012563.1	NZ_CP012564.1	NZ_CP012565.1	NZ_CP012566.1	NZ_CP012567.1							
GCF_001746535	NZ_CP012745.1													
GCF_001855315	NZ_CP012426.1	NZ_CP012427.1	NZ_CP012428.1	NZ_CP012429.1	NZ_CP011839.1									
GCF_001870165	NZ_CP017934.1	NZ_CP017937.1	NZ_CP017936.1	NZ_CP017935.1										
GCF_001885255	NZ_CP018140.1	NZ_CP018313.1	NZ_CP018318.1	NZ_CP018315.1	NZ_CP018316.1	NZ_CP018317.1	NZ_CP018314.1							
GCF_001887985	NZ_CP026585.3	NZ_CP026582.3	NZ_CP026583.3	NZ_CP026584.1										
GCF_001887995	NZ_CP031885.1	NZ_CP031882.1	NZ_CP031884.1	NZ_CP031883.1										
GCF_001902195	NZ_CP018428.1	NZ_CP018431.1	NZ_CP018429.1	NZ_CP018432.1	NZ_CP018430.1									
GCF_001902215	NZ_CP018427.1	NZ_CP018425.1	NZ_CP018423.1	NZ_CP018426.1	NZ_CP018424.1									
GCF_001902235	NZ_CP018437.1	NZ_CP018433.1	NZ_CP018435.1	NZ_CP018436.1	NZ_CP018434.1									
GCF_001902255	NZ_CP018356.1	NZ_CP018353.1	NZ_CP018355.1	NZ_CP018354.1										
GCF_001902335	NZ_CP018337.1	NZ_CP018339.1	NZ_CP018338.1	NZ_CP018340.1	NZ_CP018341.1	NZ_CP018342.1	NZ_CP018343.1							
GCF_001902355	NZ_CP018364.1	NZ_CP018365.1	NZ_CP018366.1											
GCF_001902415	NZ_CP018438.1	NZ_CP018441.1	NZ_CP018443.1	NZ_CP018442.1	NZ_CP018445.1	NZ_CP018444.1	NZ_CP018440.1	NZ_CP018446.1	NZ_CP018439.1					
GCF_001902435	NZ_CP018447.1	NZ_CP018448.1	NZ_CP018449.1											
GCF_001902475	NZ_CP018454.1	NZ_CP018455.1												
GCF_001902515	NZ_CP018450.1	NZ_CP018451.1	NZ_CP018452.1	NZ_CP018453.1										
GCF_001902535	NZ_CP018352.1	NZ_CP018351.1	NZ_CP018350.1	NZ_CP018348.1	NZ_CP018349.1									
GCF_001908515	NZ_CP018671.1	NZ_CP018670.1	NZ_CP018665.1	NZ_CP018666.1	NZ_CP018667.1	NZ_CP018668.1	NZ_CP018669.1							
GCF_001908595	NZ_CP018686.1	NZ_CP018687.1	NZ_CP018689.1	NZ_CP018690.1	NZ_CP018691.1	NZ_CP018688.1								
GCF_001908625	NZ_CP018701.1	NZ_CP018702.1	NZ_CP018704.1	NZ_CP018706.1	NZ_CP018705.1	NZ_CP018703.1								
GCF_001908655	NZ_CP018707.1	NZ_CP018708.1	NZ_CP018710.1	NZ_CP018712.1	NZ_CP018711.1	NZ_CP018709.1								
GCF_001908675	NZ_CP018713.1	NZ_CP018714.1	NZ_CP018716.1	NZ_CP018717.1	NZ_CP018718.1	NZ_CP018715.1								
GCF_001908695	NZ_CP018719.1	NZ_CP018720.1	NZ_CP018722.1	NZ_CP018723.1	NZ_CP018724.1	NZ_CP018721.1								
GCF_001908715	NZ_CP018676.1	NZ_CP018674.1	NZ_CP018672.1	NZ_CP018675.1	NZ_CP018673.1									
GCF_001908875	NZ_CP018695.1	NZ_CP018696.1	NZ_CP018698.1	NZ_CP018700.1	NZ_CP018699.1	NZ_CP018697.1								
GCF_001908895	NZ_CP018692.1	NZ_CP018693.1	NZ_CP018694.1											
GCF_001913175	NZ_CP018735.1	NZ_CP018737.1	NZ_CP018736.1	NZ_CP018738.1	NZ_CP018740.1	NZ_CP018739.1								
GCF_001922465	NZ_CP018816.1	NZ_CP018817.1	NZ_CP018818.1	NZ_CP018819.1										
GCF_001936035	NZ_CP015134.1	NZ_CP015135.1												
GCF_001939885	NZ_CP019160.1	NZ_CP019161.1												
GCF_001952835	NZ_CP019219.1	NZ_CP019220.1												
GCF_001952875	NZ_CP015382.1	NZ_CP015383.1	NZ_CP015384.1											
GCF_001952895	NZ_CP015385.1	NZ_CP015386.1	NZ_CP015387.1	NZ_CP015388.1	NZ_CP015389.1	NZ_CP015390.1	NZ_CP015391.1							
GCF_001952915	NZ_CP015392.1	NZ_CP015393.1	NZ_CP015394.1	NZ_CP015395.1	NZ_CP015396.1	NZ_CP015397.1								
GCF_001956965	NZ_CP017985.1	NZ_CP017986.1	NZ_CP017987.1	NZ_CP017988.1	NZ_CP017989.1									
GCF_002055765	NZ_CP020061.1	NZ_CP020062.1	NZ_CP020063.1	NZ_CP020064.1	NZ_CP020065.1	NZ_CP020066.1								
GCF_002055855	NZ_CP020067.1	NZ_CP020068.1	NZ_CP020069.1	NZ_CP020070.1										
GCF_002056385	NZ_CP020071.1	NZ_CP020072.1	NZ_CP020073.1	NZ_CP020074.1	NZ_CP020075.1									
GCF_002056475	NZ_CP020108.1	NZ_CP020109.1	NZ_CP020110.1	NZ_CP020111.1	NZ_CP020112.1									
GCF_002113865	NZ_CP020901.1	NZ_CP020902.1	NZ_CP020903.1	NZ_CP020904.1	NZ_CP020905.1									
GCF_002116885	NZ_CP015120.1													
GCF_002156725	NZ_CP020837.1	NZ_CP020838.1	NZ_CP020839.1	NZ_CP020840.1										
GCF_002156745	NZ_CP020841.1	NZ_CP020842.1	NZ_CP020843.1	NZ_CP020844.1	NZ_CP020846.1	NZ_CP020845.1								
GCF_002156785	NZ_CP020853.1	NZ_CP020854.1	NZ_CP020855.1	NZ_CP020856.1										
GCF_002163895	NZ_CP019047.1	NZ_CP019048.1	NZ_CP019049.1	NZ_CP019050.1										
GCF_002164835	NZ_CP028542.3	NZ_CP028539.3	NZ_CP028540.3	NZ_CP028541.2										
GCF_002164855	NZ_CP031721.1	NZ_CP031717.1	NZ_CP031718.1	NZ_CP031720.1	NZ_CP031719.1									
GCF_002180075	NZ_CP021539.1	NZ_CP021540.1	NZ_CP021541.1	NZ_CP021542.1	NZ_CP021543.1									
GCF_002180155	NZ_CP021549.1	NZ_CP021544.1	NZ_CP021545.1	NZ_CP021546.1	NZ_CP021547.1	NZ_CP021548.1								
GCF_002180175	NZ_CP021685.1	NZ_CP021686.1	NZ_CP021687.1	NZ_CP021688.1										
GCF_002180255	NZ_CP021696.1	NZ_CP021697.1	NZ_CP021698.1	NZ_CP021699.1	NZ_CP021700.1									
GCF_002180295	NZ_CP021718.1	NZ_CP021713.1	NZ_CP021714.1	NZ_CP021715.1	NZ_CP021716.1	NZ_CP021717.1								
GCF_002180315	NZ_CP021708.1	NZ_CP021709.1	NZ_CP021710.1	NZ_CP021711.1	NZ_CP021712.1									
GCF_002192315	NZ_CP021740.1	NZ_CP021741.1	NZ_CP021742.1	NZ_CP021743.1										
GCF_002192335	NZ_CP021751.1	NZ_CP021752.1	NZ_CP021753.1	NZ_CP021754.1	NZ_CP021755.1	NZ_CP021756.1								
GCF_002192375	NZ_CP021757.1	NZ_CP021758.1	NZ_CP021759.1	NZ_CP021760.1	NZ_CP021761.1									
GCF_002197225	NZ_CP021833.1	NZ_CP021834.1	NZ_CP021835.1	NZ_CP021836.1	NZ_CP021837.1									
GCF_002197505	NZ_CP021859.1	NZ_CP021856.1	NZ_CP021857.1	NZ_CP021858.1	NZ_CP021860.1	NZ_CP021861.1								
GCF_002202195	NZ_CP021960.1	NZ_CP021958.1	NZ_CP021959.1	NZ_CP021961.1	NZ_CP021962.1									
GCF_002202215	NZ_CP021939.1	NZ_CP021940.1	NZ_CP021941.1	NZ_CP021942.1	NZ_CP021943.1									
GCF_002202235	NZ_CP021944.1	NZ_CP021945.1	NZ_CP021946.1	NZ_CP021947.1	NZ_CP021948.1	NZ_CP021949.1								
GCF_002202255	NZ_CP021950.1	NZ_CP021951.1	NZ_CP021952.1	NZ_CP021953.1	NZ_CP021954.1									
GCF_002202275	NZ_CP021955.1	NZ_CP021956.1	NZ_CP021957.1											
GCF_002209405	NZ_CP022023.1													
GCF_002211905	NZ_CP022127.1	NZ_CP022126.1	NZ_CP022125.1	NZ_CP022128.1										
GCF_002243445	NZ_CP022573.1	NZ_CP022574.1	NZ_CP022575.1	NZ_CP022576.1										
GCF_002248115	NZ_CP041099.1	NZ_CP041100.1	NZ_CP041101.1	NZ_CP041102.1	NZ_CP041103.1	NZ_CP041104.1	NZ_CP041105.1	NZ_CP041106.1	NZ_CP041107.1	NZ_CP041108.1	NZ_CP041109.1			
GCF_002249975	NZ_CP022691.2	NZ_CP022692.2	NZ_CP022693.2	NZ_CP022694.2	NZ_CP045796.1									
GCF_002251875	NZ_CP041092.1	NZ_CP041093.1	NZ_CP041094.1	NZ_CP041095.1	NZ_CP041096.1	NZ_CP041097.1	NZ_CP041098.1							
GCF_002257765	NZ_CP036361.1	NZ_CP036363.1	NZ_CP036364.1	NZ_CP036362.1										
GCF_002257935	NZ_CP028391.2	NZ_CP028389.3	NZ_CP028390.2											
GCF_002258055	NZ_CP028806.2	NZ_CP028801.2	NZ_CP028802.2	NZ_CP028804.2	NZ_CP028805.1	NZ_CP028803.2								
GCF_002258145	NZ_CP027068.3	NZ_CP027065.3	NZ_CP027066.3	NZ_CP027067.1										
GCF_002269295	NZ_CP022882.1													
GCF_002278055	NZ_CP022997.1													
GCF_002300675	NZ_CP036320.1	NZ_CP036321.1	NZ_CP036323.1	NZ_CP036324.1	NZ_CP036325.1	NZ_CP036326.1	NZ_CP036322.1							
GCF_002587165	NZ_CP023941.1	NZ_CP023940.1	NZ_CP023943.1	NZ_CP023942.1	NZ_CP023944.1									
GCF_002587885	NZ_CP023946.1	NZ_CP023948.1	NZ_CP023947.1	NZ_CP023945.1										
GCF_002591075	NZ_CP023913.1	NZ_CP023918.1	NZ_CP023917.1	NZ_CP023916.1	NZ_CP023914.1	NZ_CP023915.1								
GCF_002741685	NZ_CP024191.1	NZ_CP024192.1	NZ_CP024193.1	NZ_CP024194.1	NZ_CP024195.1	NZ_CP024196.1	NZ_CP024197.1							
GCF_002752775	NZ_CP024489.1	NZ_CP024490.1	NZ_CP024491.1	NZ_CP024492.1	NZ_CP024493.1	NZ_CP024494.1	NZ_CP024495.1							
GCF_002752905	NZ_CP024496.1	NZ_CP024497.1	NZ_CP024498.1											
GCF_002752955	NZ_CP024458.1	NZ_CP024459.1	NZ_CP024462.1	NZ_CP024461.1	NZ_CP024465.1	NZ_CP024463.1	NZ_CP024460.1	NZ_CP024464.1						
GCF_002752975	NZ_CP024563.1	NZ_CP024564.1	NZ_CP024565.1	NZ_CP024566.1	NZ_CP024567.1	NZ_CP024568.1	NZ_CP024569.1							
GCF_002752995	NZ_CP024542.1	NZ_CP024543.1	NZ_CP024544.1											
GCF_002753055	NZ_CP024521.1	NZ_CP024522.1	NZ_CP024523.1	NZ_CP024524.1	NZ_CP024525.1	NZ_CP024526.1	NZ_CP024527.1							
GCF_002753075	NZ_CP024528.1	NZ_CP024529.1	NZ_CP024530.1	NZ_CP024531.1	NZ_CP024532.1	NZ_CP024533.1	NZ_CP024534.1							
GCF_002753165	NZ_CP024535.1	NZ_CP024536.1	NZ_CP024537.1	NZ_CP024538.1	NZ_CP024539.1	NZ_CP024540.1	NZ_CP024541.1							
GCF_002753355	NZ_CP024545.1	NZ_CP024546.1	NZ_CP024547.1											
GCF_002753375	NZ_CP024548.1													
GCF_002753405	NZ_CP024549.1	NZ_CP024550.1	NZ_CP024551.1	NZ_CP024552.1	NZ_CP024553.1	NZ_CP024554.1	NZ_CP024555.1							
GCF_002753555	NZ_CP024556.1	NZ_CP024557.1	NZ_CP024558.1	NZ_CP024559.1	NZ_CP024560.1	NZ_CP024561.1	NZ_CP024562.1							
GCF_002753605	NZ_CP024570.1	NZ_CP024571.1	NZ_CP024572.1	NZ_CP024573.1	NZ_CP024574.1	NZ_CP024575.1								
GCF_002761315	NZ_CP017994.1													
GCF_002761515	NZ_CP018056.1													
GCF_002786755	NZ_CP024838.1	NZ_CP024839.1	NZ_CP024840.1	NZ_CP024841.1										
GCF_002787755	NZ_CP024834.1	NZ_CP024835.1	NZ_CP024836.1	NZ_CP024837.1										
GCF_002811305	NZ_CP036371.1	NZ_CP036373.1	NZ_CP036374.1	NZ_CP036372.1	NZ_CP036375.1									
GCF_002811325	NZ_CP028583.2	NZ_CP028579.2	NZ_CP028580.2	NZ_CP028582.2	NZ_CP028581.2									
GCF_002811335	NZ_CP025963.2	NZ_CP029779.1	NZ_CP025965.2	NZ_CP025964.2	NZ_CP025966.2									
GCF_002812365	NZ_CP025005.1	NZ_CP025006.1	NZ_CP025007.1											
GCF_002812385	NZ_CP025008.1	NZ_CP025009.1	NZ_CP025010.1											
GCF_002812665	NZ_CP025037.1	NZ_CP025038.1	NZ_CP025039.1	NZ_CP025040.1	NZ_CP025041.1	NZ_CP025042.1								
GCF_002813595	NZ_CP025080.1	NZ_CP025081.1												
GCF_002814015	NZ_CP018306.1													
GCF_002833425	NZ_CP025143.1	NZ_CP025144.1	NZ_CP025145.1											
GCF_002833445	NZ_CP025140.1	NZ_CP025141.1	NZ_CP025142.1											
GCF_002833465	NZ_CP025146.1	NZ_CP025147.1	NZ_CP025148.1											
GCF_002848545	NZ_CP025456.1	NZ_CP025457.1	NZ_CP025458.1	NZ_CP025459.1	NZ_CP025460.1									
GCF_002848565	NZ_CP025466.1	NZ_CP025467.1	NZ_CP025468.1	NZ_CP025469.1	NZ_CP025470.1									
GCF_002848585	NZ_CP025461.1	NZ_CP025462.1	NZ_CP025463.1	NZ_CP025464.1	NZ_CP025465.1									
GCF_002850275	NZ_CP025541.3													
GCF_002852365	NZ_CP036300.1	NZ_CP036302.1	NZ_CP036303.1	NZ_CP036301.1	NZ_CP036304.1									
GCF_002852785	NZ_CP043357.1	NZ_CP043359.1	NZ_CP043360.1	NZ_CP043358.1	NZ_CP043361.1									
GCF_002852945	NZ_CP028783.2	NZ_CP028779.2	NZ_CP028780.2	NZ_CP028781.2	NZ_CP028782.2									
GCF_002852975	NZ_CP029384.2	NZ_CP029379.1	NZ_CP029380.1	NZ_CP029381.1	NZ_CP029382.1	NZ_CP029383.2								
GCF_002852995	NZ_CP028787.2	NZ_CP028784.1	NZ_CP028786.2	NZ_CP028785.2										
GCF_002853115	NZ_CP073285.1	NZ_CP073286.1												
GCF_002853435	NZ_CP028548.2	NZ_CP028543.1	NZ_CP028544.1	NZ_CP028547.2	NZ_CP028545.2	NZ_CP028546.2								
GCF_002853475	NZ_CP037963.1	NZ_CP037966.1	NZ_CP037965.1	NZ_CP037967.1	NZ_CP037964.1									
GCF_002893825	NZ_CP025951.1	NZ_CP025952.1												
GCF_002903005	NZ_CP026177.1	NZ_CP026172.1	NZ_CP026173.1	NZ_CP026174.1	NZ_CP026176.1	NZ_CP026175.1								
GCF_002903025	NZ_CP026178.1	NZ_CP026183.1	NZ_CP026182.1	NZ_CP026181.1	NZ_CP026185.1	NZ_CP026184.1	NZ_CP026179.1	NZ_CP026186.1	NZ_CP026180.1					
GCF_002909775	NZ_CP036327.1	NZ_CP036329.1	NZ_CP036328.1	NZ_CP036330.1	NZ_CP036333.1	NZ_CP036331.1	NZ_CP036332.1	NZ_CP036334.1						
GCF_002918585	NZ_CP036450.1	NZ_CP036446.1	NZ_CP036447.1	NZ_CP036448.1	NZ_CP036449.1									
GCF_002935085	NZ_CP026392.1	NZ_CP026398.1	NZ_CP026395.1	NZ_CP026396.1	NZ_CP026397.1	NZ_CP026394.1	NZ_CP026393.1							
GCF_002944845	NZ_CP026586.1	NZ_CP026587.1	NZ_CP026588.1	NZ_CP026589.1	NZ_CP026590.1									
GCF_002948565	NZ_CP026751.1	NZ_CP026752.1	NZ_CP026753.1											
GCF_002951555	NZ_CP018883.1	NZ_CP018884.1												
GCF_002951595	NZ_CP018885.1	NZ_CP018886.1	NZ_CP018887.1											
GCF_002951635	NZ_CP014123.1	NZ_CP014121.1	NZ_CP014124.1	NZ_CP014125.1	NZ_CP014122.1									
GCF_002966875	NZ_CP025211.1	NZ_CP025212.1	NZ_CP025213.1	NZ_CP025214.1	NZ_CP025215.1									
GCF_002967795	NZ_CP053364.1	NZ_CP053365.1	NZ_CP053368.1	NZ_CP053366.1	NZ_CP053367.1									
GCF_002968475	NZ_CP027146.1	NZ_CP027152.1	NZ_CP027147.1	NZ_CP027150.1	NZ_CP027156.1	NZ_CP027148.1	NZ_CP027155.1	NZ_CP027153.1	NZ_CP027149.1	NZ_CP027154.1	NZ_CP027151.1			
GCF_002968495	NZ_CP027160.1	NZ_CP027161.1	NZ_CP027158.1	NZ_CP027162.1	NZ_CP027164.1	NZ_CP027163.1	NZ_CP027157.1	NZ_CP027159.1						
GCF_002970375	NZ_CP034039.1	NZ_CP034040.1	NZ_CP034041.1	NZ_CP034042.1	NZ_CP034043.1									
GCF_002970895	NZ_CP027189.1													
GCF_003006175	NZ_CP024429.1	NZ_CP024430.1	NZ_CP024431.1	NZ_CP024432.1	NZ_CP024433.1	NZ_CP024434.1	NZ_CP024435.1	NZ_CP024436.1						
GCF_003010735	NZ_CP027612.1	NZ_CP027613.1	NZ_CP027614.1	NZ_CP027615.1	NZ_CP027616.1	NZ_CP027617.1								
GCF_003030145	NZ_CP028176.1	NZ_CP028177.1	NZ_CP028178.1	NZ_CP028179.1										
GCF_003031325	NZ_CP024874.1	NZ_CP024875.1	NZ_CP024876.1	NZ_CP024877.1	NZ_CP024878.1	NZ_CP024879.1								
GCF_003031345	NZ_CP024916.1	NZ_CP024917.1	NZ_CP024918.1	NZ_CP024919.1										
GCF_003031505	NZ_CP020498.1	NZ_CP020499.1	NZ_CP020500.1											
GCF_003037005	NZ_CP036305.1	NZ_CP036307.1	NZ_CP036308.1	NZ_CP036306.1	NZ_CP036309.1									
GCF_003037325	NZ_CP028797.2	NZ_CP028794.1	NZ_CP028795.2	NZ_CP028796.1										
GCF_003037615	NZ_CP029388.1	NZ_CP029385.1	NZ_CP029386.1	NZ_CP029387.1										
GCF_003038135	NZ_CP043353.1	NZ_CP043355.1	NZ_CP043356.1	NZ_CP043354.1										
GCF_003038215	NZ_CP028793.2	NZ_CP028788.2	NZ_CP028791.1	NZ_CP028789.2	NZ_CP028790.2	NZ_CP028792.1								
GCF_003054385	NZ_CP028716.1	NZ_CP028717.1	NZ_CP028718.1											
GCF_003069525	NZ_CP028932.1	NZ_CP028929.1	NZ_CP028930.1	NZ_CP028931.1										
GCF_003071305	NZ_CP028953.1	NZ_CP028954.1	NZ_CP028955.1											
GCF_003073235	NZ_CP024038.1	NZ_CP024040.1	NZ_CP024041.1	NZ_CP024039.1	NZ_CP024042.1	NZ_CP024044.1	NZ_CP024043.1							
GCF_003073315	NZ_CP028990.1	NZ_CP028991.1	NZ_CP028992.1	NZ_CP028993.1										
GCF_003073335	NZ_CP028994.1	NZ_CP029000.1	NZ_CP028999.1	NZ_CP028998.1	NZ_CP028997.1	NZ_CP028996.1	NZ_CP028995.1							
GCF_003073675	NZ_CP029099.1	NZ_CP029098.1	NZ_CP029100.1	NZ_CP029101.1	NZ_CP029102.1									
GCF_003074015	NZ_CP029137.1	NZ_CP029135.1	NZ_CP029136.1	NZ_CP029138.1	NZ_CP029139.1									
GCF_003076555	NZ_CP026495.1	NZ_CP026496.1	NZ_CP026497.1											
GCF_003181055	NZ_CP029582.1	NZ_CP029583.1	NZ_CP029584.1	NZ_CP029585.1	NZ_CP029586.1									
